company,industry,country,year,month,stage,company_size,layoffs_count,layoffs_pct,funds_raised_m,reason,stock_impact_pct,severity
Coinbase,Cloud Computing,Germany,2022,11,Public,139491,16376,0.1174,3992.6,Cost Cutting,-10.13,Medium
Twitter/X,Hardware,Netherlands,2023,11,Series A,86318,23566,0.273,48.4,IPO Preparation,,High
Dell,Hardware,USA,2023,10,Public,71660,1004,0.014,5487.8,Over-hiring Post-COVID,-2.4,Low
Oracle,AI/ML,India,2021,5,Public,128665,35858,0.2787,2614.1,Restructuring,-0.13,High
Wayfair,SaaS,USA,2022,1,Series D+,139748,25234,0.1806,674.3,Regulatory Pressure,,High
Unity,E-Commerce,Germany,2024,2,Public,34029,5218,0.1534,4257.1,Over-hiring Post-COVID,-1.77,High
Google,Hardware,USA,2022,4,Public,144513,5958,0.0412,1448.0,Cost Cutting,-5.19,Low
Opendoor,Hardware,USA,2023,5,Private Equity,2169,359,0.1657,911.4,Restructuring,,High
Robinhood,AI/ML,USA,2023,9,Private Equity,117873,7322,0.0621,1037.5,Market Downturn,,Medium
Dell,EdTech,USA,2023,11,Series D+,45359,10039,0.2213,1258.8,Regulatory Pressure,,High
Better.com,Cybersecurity,Netherlands,2023,1,Series A,56286,2381,0.0423,43.1,Market Downturn,,Low
Salesforce,E-Commerce,USA,2022,3,Series D+,20823,2310,0.1109,1011.9,IPO Preparation,,Medium
LinkedIn,HealthTech,USA,2023,5,Public,6521,492,0.0756,2002.7,Regulatory Pressure,-11.02,Medium
Uber,Cloud Computing,USA,2022,3,Series C,40307,1652,0.041,443.3,Over-hiring Post-COVID,,Low
SAP,Hardware,USA,2023,4,Series C,128805,23095,0.1793,456.1,Restructuring,,High
Coinbase,Hardware,Canada,2021,3,Private Equity,50855,8281,0.1628,301.0,Merger/Acquisition,,High
Better.com,Logistics,Brazil,2023,4,Public,113915,24687,0.2167,3589.4,Regulatory Pressure,-1.3,High
Dell,EdTech,USA,2022,1,Series C,9211,92,0.01,359.5,Restructuring,,Low
PayPal,Hardware,France,2022,12,Public,8404,1723,0.2051,6288.8,Product Pivot,0.13,High
Bolt,Cybersecurity,Germany,2022,8,Public,64533,20678,0.3204,3643.0,Cost Cutting,2.79,High
Robinhood,Logistics,USA,2022,4,Public,86978,7294,0.0839,4389.0,IPO Preparation,-3.03,Medium
Getir,Social Media,India,2024,7,Private Equity,120535,32738,0.2716,1141.6,Market Downturn,,High
Spotify,EdTech,UK,2022,2,Series B,3593,355,0.0989,125.3,Over-hiring Post-COVID,,Medium
Twitter/X,Cloud Computing,India,2024,2,Series B,25418,259,0.0102,177.5,Restructuring,,Low
Peloton,FinTech,Netherlands,2024,6,Series D+,140966,13469,0.0955,553.3,Market Downturn,,Medium
Dropbox,E-Commerce,USA,2023,2,Public,125001,25482,0.2039,7001.6,Over-hiring Post-COVID,0.45,High
Snap,AI/ML,Netherlands,2021,6,Public,93010,4924,0.0529,3436.7,Regulatory Pressure,-0.9,Medium
Wayfair,Cloud Computing,Canada,2022,11,Public,94208,6780,0.072,3304.7,Market Downturn,2.68,Medium
Twilio,E-Commerce,UK,2023,2,Series D+,98319,16466,0.1675,1062.0,Over-hiring Post-COVID,,High
Peloton,Logistics,Germany,2022,4,Series B,144852,17417,0.1202,164.3,Market Downturn,,Medium
Airbnb,SaaS,USA,2021,7,Series D+,36803,6137,0.1668,1072.5,Merger/Acquisition,,High
Bolt,AI/ML,Brazil,2023,8,Public,27953,3886,0.139,2368.4,Product Pivot,-3.54,Medium
Amazon,Gaming,India,2024,3,Public,109386,17323,0.1584,4068.1,Cost Cutting,-5.06,High
HP,HealthTech,USA,2023,9,Public,61195,5227,0.0854,6646.0,Market Downturn,-0.19,Medium
Dell,Social Media,USA,2022,2,Series D+,133912,18551,0.1385,813.3,Cost Cutting,,Medium
Unity,EdTech,Germany,2023,8,Private Equity,38557,1766,0.0458,855.8,Market Downturn,,Low
Intel,Hardware,USA,2022,8,Series C,132169,29483,0.2231,355.0,IPO Preparation,,High
Amazon,SaaS,USA,2022,4,Series B,95155,6590,0.0693,85.7,Restructuring,,Medium
Wayfair,SaaS,UK,2024,1,Series D+,15525,3265,0.2103,1374.2,Product Pivot,,High
Dell,Cloud Computing,USA,2022,1,Series D+,7645,774,0.1013,1294.3,IPO Preparation,,Medium
Robinhood,Social Media,USA,2022,2,Public,101706,13848,0.1362,6208.2,Merger/Acquisition,-8.09,Medium
Oracle,FinTech,USA,2020,12,Series A,42223,3394,0.0804,61.8,Product Pivot,,Medium
Peloton,E-Commerce,USA,2024,9,Series B,73730,2854,0.0387,123.1,Cost Cutting,,Low
Opendoor,E-Commerce,India,2023,2,Public,136402,1364,0.01,6530.9,Restructuring,-1.18,Low
LinkedIn,Cloud Computing,UK,2023,2,Series D+,108638,3864,0.0356,1272.9,Over-hiring Post-COVID,,Low
Klarna,Cybersecurity,USA,2023,6,Series D+,62540,5884,0.0941,878.6,IPO Preparation,,Medium
Salesforce,Cybersecurity,USA,2022,7,Series C,109168,14950,0.137,269.4,Product Pivot,,Medium
Uber,Hardware,Germany,2023,7,Private Equity,55530,11152,0.2008,477.2,Merger/Acquisition,,High
Twilio,Gaming,USA,2022,9,Series C,57315,4833,0.0843,290.0,IPO Preparation,,Medium
Spotify,HealthTech,USA,2021,6,Series D+,113289,5601,0.0494,1063.5,Restructuring,,Low
Snap,AI/ML,USA,2023,8,Public,58423,584,0.01,6891.3,Restructuring,0.32,Low
Wayfair,FinTech,Australia,2024,11,Public,68404,10835,0.1584,6008.7,Cost Cutting,-5.78,High
Opendoor,Hardware,Canada,2020,6,Public,77588,17896,0.2307,3917.4,Merger/Acquisition,-0.99,High
Coinbase,Social Media,Canada,2022,2,Public,6108,1351,0.2213,1046.4,Restructuring,-5.14,High
IBM,Cybersecurity,Canada,2022,1,Series B,46167,8162,0.1768,96.2,Regulatory Pressure,,High
Twilio,Gaming,India,2022,5,Series C,56047,9588,0.1711,263.5,Restructuring,,High
Gorillas,Gaming,UK,2024,9,Public,141434,36180,0.2558,4374.1,Over-hiring Post-COVID,-1.09,High
Unity,Cloud Computing,India,2023,8,Series B,128891,18891,0.1466,149.7,Cost Cutting,,Medium
Shopify,FinTech,USA,2023,4,Public,76448,13125,0.1717,8971.4,Cost Cutting,-7.61,High
Microsoft,Logistics,Germany,2023,5,Public,72380,6828,0.0943,5247.1,Merger/Acquisition,1.23,Medium
Netflix,AI/ML,Canada,2022,5,Public,58060,640,0.011,4566.5,Restructuring,-3.9,Low
Wayfair,HealthTech,UK,2023,6,Series D+,115563,7545,0.0653,717.0,Over-hiring Post-COVID,,Medium
Bolt,EdTech,USA,2022,3,Public,94718,11296,0.1193,5248.8,Market Downturn,-5.03,Medium
Microsoft,Cloud Computing,USA,2023,5,Series D+,114962,14354,0.1249,534.9,Product Pivot,,Medium
Robinhood,AI/ML,India,2024,2,Series D+,18497,5070,0.2741,838.5,Regulatory Pressure,,High
Oracle,EdTech,India,2023,10,Private Equity,121766,15403,0.1265,1770.5,IPO Preparation,,Medium
Intel,EdTech,France,2022,1,Public,4179,895,0.2143,5419.4,Cost Cutting,0.43,High
Shopify,FinTech,USA,2024,11,Public,40808,3476,0.0852,5915.1,Over-hiring Post-COVID,2.36,Medium
Oracle,FinTech,Canada,2022,1,Public,6195,588,0.0951,5867.5,Merger/Acquisition,-6.12,Medium
Snap,Hardware,Germany,2020,10,Series C,58999,807,0.0137,87.4,Over-hiring Post-COVID,,Low
Meta,Social Media,Netherlands,2022,7,Public,23882,1447,0.0606,6273.7,Restructuring,-1.93,Medium
Shopify,Gaming,UK,2022,2,Series B,14735,2389,0.1622,87.8,Regulatory Pressure,,High
eBay,AI/ML,UK,2023,4,Series D+,133938,16153,0.1206,449.3,Product Pivot,,Medium
Airbnb,Cloud Computing,Germany,2023,5,Series D+,112968,22077,0.1954,446.6,Cost Cutting,,High
HP,Hardware,Canada,2024,7,Series C,7264,977,0.1345,352.0,Market Downturn,,Medium
Unity,E-Commerce,Brazil,2023,2,Public,114331,10496,0.0918,4554.9,Restructuring,-3.71,Medium
Intel,Cloud Computing,USA,2023,6,Public,62336,18193,0.2919,1636.1,Cost Cutting,-3.13,High
Bolt,Social Media,USA,2020,1,Public,32423,3647,0.1125,5956.1,IPO Preparation,-8.06,Medium
Klarna,HealthTech,Singapore,2020,7,Series C,96211,20496,0.213,127.2,Merger/Acquisition,,High
Intel,SaaS,UK,2023,9,Public,16792,1476,0.0879,5279.6,Cost Cutting,-9.28,Medium
Spotify,SaaS,Germany,2022,5,Public,125413,22168,0.1768,5477.0,Over-hiring Post-COVID,-9.04,High
Unity,Gaming,UK,2024,5,Private Equity,133186,25870,0.1942,2031.3,IPO Preparation,,High
Cisco,SaaS,USA,2022,4,Public,21439,2930,0.1367,8563.4,Product Pivot,4.51,Medium
Better.com,SaaS,Canada,2020,3,Series B,19300,193,0.01,54.5,Regulatory Pressure,,Low
Salesforce,E-Commerce,Canada,2022,9,Series B,56940,6915,0.1215,117.5,Market Downturn,,Medium
IBM,Cybersecurity,USA,2022,5,Public,128021,27964,0.2184,4447.3,Product Pivot,1.87,High
Wayfair,HealthTech,USA,2020,8,Public,121827,19760,0.1622,5867.5,Over-hiring Post-COVID,0.57,High
Cisco,FinTech,France,2023,9,Public,50148,7806,0.1557,5431.3,Market Downturn,-5.06,High
Dropbox,EdTech,USA,2021,5,Series C,115692,1156,0.01,257.7,Market Downturn,,Low
eBay,Cybersecurity,Netherlands,2023,10,Series C,93998,5862,0.0624,247.1,Regulatory Pressure,,Medium
Opendoor,Cloud Computing,USA,2022,9,Series B,30264,4627,0.1529,66.4,Restructuring,,High
Opendoor,Cloud Computing,Germany,2022,2,Private Equity,32970,5038,0.1528,2092.7,Market Downturn,,High
Unity,SaaS,Singapore,2022,9,Series C,57707,12532,0.2172,355.1,Cost Cutting,,High
Microsoft,FinTech,India,2024,11,Public,62657,6792,0.1084,6835.5,Product Pivot,0.0,Medium
Oracle,Social Media,USA,2022,4,Public,134788,20550,0.1525,4379.2,Merger/Acquisition,-8.25,High
Klarna,AI/ML,India,2023,6,Series B,94278,11436,0.1213,88.5,Merger/Acquisition,,Medium
Dell,Cybersecurity,USA,2021,6,Public,130516,5356,0.041,2843.4,Product Pivot,0.04,Low
IBM,Cybersecurity,USA,2023,6,Public,124788,1247,0.01,5717.8,Restructuring,-6.8,Low
Unity,Logistics,Brazil,2022,2,Series C,111073,17158,0.1545,175.2,Market Downturn,,High
Unity,HealthTech,Canada,2023,7,Series D+,121230,16234,0.1339,1391.6,Over-hiring Post-COVID,,Medium
Cisco,Gaming,India,2023,6,Series A,149433,10541,0.0705,19.1,IPO Preparation,,Medium
Wayfair,HealthTech,USA,2024,11,Series C,64686,646,0.01,332.8,IPO Preparation,,Low
Amazon,AI/ML,USA,2022,1,Public,5460,930,0.1704,8133.7,Cost Cutting,-3.22,High
HP,Cloud Computing,USA,2020,2,Private Equity,19281,1903,0.0987,1859.5,Restructuring,,Medium
Netflix,Cloud Computing,Germany,2020,7,Public,31626,5204,0.1645,5351.3,IPO Preparation,-0.19,High
Shopify,Cloud Computing,Canada,2024,1,Public,106534,28670,0.2691,3063.0,Regulatory Pressure,-6.95,High
Cisco,Logistics,UK,2023,1,Series D+,18383,183,0.01,357.8,Regulatory Pressure,,Low
Robinhood,Cloud Computing,France,2023,1,Public,30282,1939,0.064,6540.1,Market Downturn,-3.88,Medium
Google,AI/ML,USA,2022,8,Series D+,56887,5873,0.1032,1282.0,Merger/Acquisition,,Medium
Oracle,Hardware,USA,2022,4,Public,148551,35115,0.2364,4122.3,Over-hiring Post-COVID,9.12,High
Coinbase,FinTech,USA,2020,4,Series D+,34246,342,0.01,435.5,Market Downturn,,Low
Unity,Gaming,USA,2024,2,Series D+,66766,18351,0.2749,13.4,Restructuring,,High
Zoom,AI/ML,USA,2023,11,Series B,556,72,0.1309,72.9,Regulatory Pressure,,Medium
SAP,SaaS,Singapore,2024,11,Series B,31957,3589,0.1123,114.5,Over-hiring Post-COVID,,Medium
Gorillas,Hardware,USA,2022,11,Public,133815,13937,0.1042,8198.2,IPO Preparation,-5.15,Medium
Netflix,Gaming,Singapore,2023,1,Series D+,133273,11341,0.0851,1015.4,Over-hiring Post-COVID,,Medium
Salesforce,AI/ML,USA,2023,12,Series D+,74339,15153,0.2038,897.6,Over-hiring Post-COVID,,High
Uber,Hardware,Brazil,2022,10,Public,81136,2800,0.0345,4199.8,Over-hiring Post-COVID,-11.1,Low
Twitter/X,Cloud Computing,Germany,2024,9,Series B,108197,15973,0.1476,92.0,Regulatory Pressure,,Medium
Google,FinTech,Singapore,2024,7,Series C,66983,5979,0.0893,468.7,IPO Preparation,,Medium
Meta,Cybersecurity,USA,2024,4,Public,21005,1239,0.059,5401.5,Market Downturn,-1.99,Medium
Getir,HealthTech,Canada,2023,12,Series D+,138125,45150,0.3269,127.2,Over-hiring Post-COVID,,High
IBM,EdTech,Netherlands,2022,6,Public,34025,5223,0.1535,3652.9,Market Downturn,-10.47,High
Opendoor,FinTech,USA,2022,2,Series C,96508,16315,0.1691,197.0,Over-hiring Post-COVID,,High
Klarna,Cybersecurity,USA,2024,7,Public,44848,9463,0.211,3907.5,Regulatory Pressure,6.11,High
PayPal,Social Media,USA,2020,2,Private Equity,7773,77,0.01,1837.7,Over-hiring Post-COVID,,Low
LinkedIn,AI/ML,Singapore,2023,10,Series B,64736,16843,0.2602,114.8,Restructuring,,High
Intel,Social Media,UK,2023,8,Series D+,135107,1351,0.01,775.4,Market Downturn,,Low
Airbnb,Cybersecurity,UK,2023,8,Series C,107657,6297,0.0585,457.6,Merger/Acquisition,,Medium
IBM,FinTech,USA,2024,1,Series A,1408,117,0.0833,28.9,Regulatory Pressure,,Medium
SAP,AI/ML,USA,2022,8,Series C,108852,18127,0.1665,523.7,Market Downturn,,High
Robinhood,SaaS,Australia,2022,2,Public,96467,13263,0.1375,3657.4,Regulatory Pressure,-2.2,Medium
Lyft,EdTech,USA,2020,6,Series D+,89489,9544,0.1067,828.5,Product Pivot,,Medium
PayPal,Cloud Computing,India,2022,1,Series B,35579,4235,0.119,106.5,IPO Preparation,,Medium
Oracle,AI/ML,Netherlands,2022,5,Series C,112389,4693,0.0418,314.8,Merger/Acquisition,,Low
Unity,SaaS,USA,2022,11,Series C,49823,498,0.01,353.4,Restructuring,,Low
Lyft,AI/ML,India,2024,7,Series A,90409,16103,0.1781,46.9,Market Downturn,,High
IBM,FinTech,USA,2024,10,Series A,46605,8179,0.1755,28.0,Restructuring,,High
Robinhood,SaaS,Germany,2022,1,Series A,133457,32931,0.2468,22.0,Merger/Acquisition,,High
Spotify,FinTech,USA,2022,2,Public,1549,87,0.0568,10006.3,Restructuring,-1.85,Medium
Google,Hardware,Canada,2024,7,Series D+,53781,9434,0.1754,645.1,Restructuring,,High
Unity,Cybersecurity,USA,2020,6,Series B,43771,4259,0.0973,153.6,Cost Cutting,,Medium
LinkedIn,E-Commerce,UK,2021,3,Series B,67197,14463,0.2152,42.8,Market Downturn,,High
Google,AI/ML,Germany,2022,10,Series C,37034,7471,0.2018,266.4,Restructuring,,High
Netflix,HealthTech,USA,2023,2,Public,93534,12804,0.1369,4745.6,Cost Cutting,0.29,Medium
IBM,AI/ML,Canada,2022,10,Series B,58597,5440,0.0928,142.7,Cost Cutting,,Medium
PayPal,Cybersecurity,USA,2024,4,Series C,25537,5027,0.1969,26.7,Regulatory Pressure,,High
Twilio,Gaming,India,2022,3,Public,27778,4770,0.1718,5332.3,Over-hiring Post-COVID,2.99,High
HP,Social Media,USA,2023,7,Series D+,139844,9124,0.0652,432.1,Over-hiring Post-COVID,,Medium
Spotify,Hardware,India,2022,8,Public,99673,1373,0.0138,5648.7,IPO Preparation,-10.43,Low
Oracle,Cloud Computing,USA,2023,2,Public,38794,3759,0.0969,2927.3,Merger/Acquisition,-3.53,Medium
Netflix,SaaS,USA,2023,10,Public,73777,17797,0.2412,3289.0,Market Downturn,-14.31,High
Bolt,E-Commerce,USA,2023,7,Series D+,5194,1099,0.2117,712.4,Over-hiring Post-COVID,,High
Stripe,EdTech,Canada,2023,8,Series D+,58650,1818,0.031,463.3,Merger/Acquisition,,Low
Getir,EdTech,USA,2023,6,Series C,67970,1806,0.0266,242.9,Market Downturn,,Low
Shopify,EdTech,Netherlands,2024,6,Series C,22056,4895,0.222,156.8,Merger/Acquisition,,High
Amazon,FinTech,Netherlands,2024,10,Series B,49586,1445,0.0291,32.0,IPO Preparation,,Low
LinkedIn,EdTech,USA,2023,1,Public,99968,16069,0.1607,7035.9,IPO Preparation,-3.24,High
Lyft,Cloud Computing,Germany,2020,4,Public,33887,2396,0.0707,2407.9,Cost Cutting,-2.86,Medium
Cisco,Hardware,USA,2020,1,Series A,69102,17231,0.2494,37.1,Cost Cutting,,High
Dell,Social Media,USA,2022,4,Public,137166,8005,0.0584,6505.8,Market Downturn,-4.36,Medium
Oracle,EdTech,Canada,2023,2,Private Equity,2960,625,0.2115,1131.0,Merger/Acquisition,,High
Lyft,AI/ML,India,2022,11,Series B,72856,9820,0.1348,80.4,Merger/Acquisition,,Medium
Zoom,AI/ML,Germany,2022,5,Series D+,55198,7737,0.1402,872.4,Over-hiring Post-COVID,,Medium
Airbnb,FinTech,USA,2024,10,Private Equity,102246,1022,0.01,2170.8,Over-hiring Post-COVID,,Low
Twilio,Cloud Computing,USA,2024,9,Public,16691,166,0.01,2661.4,Market Downturn,-10.29,Low
Airbnb,Social Media,USA,2024,11,Public,85131,8713,0.1024,4699.7,Product Pivot,-3.96,Medium
Peloton,E-Commerce,Canada,2022,12,Series C,11029,1541,0.1398,92.1,Over-hiring Post-COVID,,Medium
Getir,Cybersecurity,UK,2023,10,Series D+,32675,979,0.03,674.2,Restructuring,,Low
Wayfair,Social Media,India,2022,3,Series A,18175,598,0.0329,40.5,Over-hiring Post-COVID,,Low
Cisco,Cybersecurity,USA,2022,8,Public,47298,7800,0.1649,3290.8,Product Pivot,-0.78,High
